group,kind,path,exists,size_or_files,why_as_recorded,generator,contract_tests,cited_by
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_g_a038_readout_20260917/SENTINEL.csv,YES,422,"열: case,survival_now,survival_stored,tracking_now,tracking_stored,ruler_fields_differ,case_faults,agrees",go2_g_a038_readout.py,test_go2_g_a038_readout_contract.py,GO2_G_A038_READOUT.md;GO2_REFERENCE_COMPASS.md;go2_g_a038_readout.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_g_a038_readout_20260917/STAIRS_10_CLIMB_TIMELINE.csv,YES,3922,"열: arm,seed,t_from_s,t_to_s,upright_fraction,height_rel_mean,speed_xy_mean,proj_grav_z_mean,rows",go2_g_a038_readout.py,test_go2_g_a038_readout_contract.py,GO2_G_A038_READOUT.md;GO2_REFERENCE_COMPASS.md;go2_g_a038_readout.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_g_a038_readout_20260917/TARGET_CASES.csv,YES,1551,"열: group,case,proxy_g_a033,proxy_g_a038,delta,survival_g_a033,survival_g_a038,tracking_g_a033,tracking_g_a038,posture_falls",go2_g_a038_readout.py,test_go2_g_a038_readout_contract.py,GO2_G_A038_READOUT.md;GO2_REFERENCE_COMPASS.md;go2_g_a038_readout.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_g_a038_readout_20260917/TARGET_SUMMARY.csv,YES,279,"열: item,value",go2_g_a038_readout.py,test_go2_g_a038_readout_contract.py,GO2_G_A038_READOUT.md;GO2_REFERENCE_COMPASS.md;go2_g_a038_readout.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_open_decisions_20260918,YES,1,"인용 문서: GO2_OPEN_DECISIONS.md, GO2_REFERENCE_COMPASS.md",go2_open_decisions.py,,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_open_decisions_20260918/DECISIONS.csv,YES,2673,"열: id,question,our_reading,direction,applies_to_change_class,evidence_source,evidence_literal,dependents,status,why_it_matt",go2_open_decisions.py,test_go2_open_decisions_contract.py,GO2_OPEN_DECISIONS.md;GO2_REFERENCE_COMPASS.md;go2_open_decisions.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_pilot_v2_baseline_260903,YES,4,"인용 문서: GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md",,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_pm_brief,YES,1,"인용 문서: GO2_PM_BRIEF.md, GO2_REFERENCE_COMPASS.md",go2_claim_check.py;go2_pm_brief.py,test_go2_claim_check_contract.py;test_go2_pm_brief_contract.py,GO2_PM_BRIEF.md;GO2_REFERENCE_COMPASS.md;go2_claim_check.py;go2_pm_brief.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_pm_brief/BRIEF.csv,YES,2018,"열: section,key,value",go2_claim_check.py;go2_pm_brief.py,test_go2_claim_check_contract.py,GO2_PM_BRIEF.md;GO2_REFERENCE_COMPASS.md;go2_claim_check.py;go2_pm_brief.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_reference_compass_20260918,YES,1,"인용 문서: GO2_REFERENCE_COMPASS.md, go2-auditor.md, go2-planner.md",go2_reference_compass.py,,GO2_REFERENCE_COMPASS.md;go2-auditor.md;go2-planner.md;go2_reference_compass.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_reference_compass_20260918/COMPASS.csv,YES,self,"열: group,kind,path,exists,size_or_files,why_as_recorded,generator,contract_tests,cited_by",go2_reference_compass.py,test_go2_reference_compass_contract.py,GO2_REFERENCE_COMPASS.md;go2-auditor.md;go2-planner.md;go2_reference_compass.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917,YES,6,"인용 문서: ARTIFACT_MANAGEMENT.md, GO2_ANG_VEL_RELAX_AUDIT_20260920.md, GO2_NOW.md, GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md, GO2_REWARD_MECHANISM_FORECAST.md, GO2_ROLE_REGRESSION_CASES.md, GO2_ROLE_SITUATION_EXAM.md, go2-analyst.md, go2-auditor.md",build_go2_a033_reward_package.py;go2_claim_check.py;go2_reward_mechanism.py;go2_role_regression.py;go2_role_situation_ex,test_go2_ang_vel_relax_audit_contract.py;test_go2_detectability_gate.py,ARTIFACT_MANAGEMENT.md;GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_REGRESSION_CASES.md;GO2_ROLE_SITUATION_EXA
증거 CSV,예측,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/PROBE_SITUATIONS.csv,YES,1110,같은 계산의 네 구간(걷기·계단·흔들림·밀침) 분해. 빈 칸은 0 이 아니라 측정 없음,build_go2_a033_reward_package.py;go2_claim_check.py;go2_defect_ledger.py;go2_g_a038_readout.py;go2_reference_compass.py;,test_go2_ang_vel_relax_audit_contract.py;test_go2_detectability_gate.py;test_go2_g_a038_campaign_contract.py;test_go2_g_a039_campaign_contract.py;test_go2_g_a04,ARTIFACT_MANAGEMENT.md;GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_DEFECT_LEDGER.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_REGRESSION_CASES.md;build_go2_a0
증거 CSV,예측,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/PROBES.csv,YES,1770,가중치를 바꿨을 때 걷기 margin 이 어디로 가는지 — 보상 산술 계산,build_go2_a033_reward_package.py;go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_seed_sensitivit,test_go2_ang_vel_relax_audit_contract.py;test_go2_g_a038_campaign_contract.py;test_go2_g_a039_campaign_contract.py;test_go2_g_a041_campaign_contract.py;test_go2,GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;build_go2_a033_reward_package.py;go2-analyst.md;go2-auditor.md;go2_claim_check.py;go2_reference_compass.py
증거 CSV,예측,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/RUN_MARGIN.csv,YES,2159,회차별 걷기 margin — 학습 로그 원값에 보상 식을 적용한 계산값,build_go2_a033_reward_package.py;go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_role_regression,test_go2_g_a038_campaign_contract.py;test_go2_reward_mechanism_contract.py,GO2_NOW.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_REGRESSION_CASES.md;GO2_ROLE_SITUATION_EXAM.md;build_go2_a033_reward_package.py;go2-auditor.md;go2_claim_check.py;go2_refe
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/SITUATIONS.csv,YES,1362,"열: policy,situation,group,robots,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,flat_orientation_l2,ang_vel_xy_l2",build_go2_a033_reward_package.py;go2_claim_check.py;go2_defect_ledger.py;go2_g_a038_readout.py;go2_reference_compass.py;,test_go2_ang_vel_relax_audit_contract.py;test_go2_detectability_gate.py;test_go2_g_a038_campaign_contract.py;test_go2_g_a039_campaign_contract.py;test_go2_g_a04,ARTIFACT_MANAGEMENT.md;GO2_ANG_VEL_RELAX_AUDIT_20260920.md;GO2_DEFECT_LEDGER.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_REGRESSION_CASES.md;build_go2_a0
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/TERM_VALUES.csv,YES,11500,"열: name,run,term,weight,logged,value,walking,terrain_level",build_go2_a033_reward_package.py;go2_claim_check.py;go2_defect_ledger.py;go2_reward_mechanism.py;go2_role_situation_exam,test_go2_detectability_gate.py;test_go2_g_a039_campaign_contract.py;test_go2_reward_mechanism_contract.py,GO2_DEFECT_LEDGER.md;GO2_NOW.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_ROLE_SITUATION_EXAM.md;build_go2_a033_reward_package.py;go2-auditor.md;go2_claim_check.py;go2_defect_ledge
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_reward_mechanism_20260917/TILT.csv,YES,3512,"열: name,case,seed,robots,terminated,tilt_mean,tilt_survivors,tilt_pre_term,pre_term_auc",build_go2_a033_reward_package.py;go2_claim_check.py;go2_reward_mechanism.py,test_go2_reward_mechanism_contract.py,ARTIFACT_MANAGEMENT.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;build_go2_a033_reward_package.py;go2_claim_check.py;go2_reward_mechanism.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917,YES,7,Isaac Lab v2.3.1 원문 6개 + URL·SHA256,go2_reward_mechanism.py;go2_tuning_base_data.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_TUNING_BASE_DATA.md;go2-analyst.md;go2-auditor.md;go2-planner.md;go2_reward_mechanism.py;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_envs_mdp_rewards.py,YES,13711,원문 rewards.py,go2_tuning_base_data.py,,GO2_NOW.md;GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-analyst.md;go2-auditor.md;go2-planner.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_tasks_locomotion_velocity_mdp_rewards.py,YES,5472,원문 rewards.py,go2_tuning_base_data.py,,GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_tasks_locomotion_velocity_env_cfg.py,YES,11100,원문 velocity_env_cfg.py,go2_tuning_base_data.py,test_go2_tuning_base_data_contract.py,GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_managers_reward_manager.py,YES,9245,원문 reward_manager.py,go2_tuning_base_data.py,test_go2_reward_mechanism_contract.py;test_go2_tuning_base_data_contract.py,GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_tasks_go2_rough_env_cfg.py,YES,3464,원문 rough_env_cfg.py,go2_tuning_base_data.py,test_go2_canonical_consistency.py;test_go2_tuning_base_data_contract.py,GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/isaaclab_envs_mdp_terminations.py,YES,6833,원문 terminations.py,go2_tuning_base_data.py,,GO2_REFERENCE_COMPASS.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_tuning_base_data.py
외부 기준 원문,원문,workspace/training/quadruped/reports/evidence/go2_reward_term_roles_20260917/SOURCES.csv,YES,1420,보관한 외부 원문의 URL·SHA256 목록 — 원문이 진짜인지 여기서 대조한다,go2_curriculum_facts.py;go2_reference_compass.py;go2_role_regression.py;go2_tuning_base_data.py,test_go2_canonical_consistency.py;test_go2_curriculum_facts_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_ROLE_REGRESSION_CASES.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2-planner.md;go2_curriculum_facts.py;go2_reference_com
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_role_regression_20260918,YES,2,"인용 문서: GO2_DEFECT_LEDGER.md, GO2_REFERENCE_COMPASS.md, GO2_ROLE_REGRESSION_CASES.md, go2-auditor.md, go2-planner.md",go2_defect_ledger.py;go2_role_regression.py,test_go2_canonical_consistency.py,GO2_DEFECT_LEDGER.md;GO2_REFERENCE_COMPASS.md;GO2_ROLE_REGRESSION_CASES.md;go2-auditor.md;go2-planner.md;go2_defect_ledger.py;go2_role_regression.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_role_regression_20260918/CASES.csv,YES,6779,"열: case,role,what_happened,why_wrong,refuting_source,correct_verdict,gate,fixture,machine_checkable",go2_defect_ledger.py;go2_g_a038_readout.py;go2_role_regression.py,test_go2_canonical_consistency.py;test_go2_g_a038_readout_contract.py;test_go2_role_regression_contract.py,GO2_DEFECT_LEDGER.md;GO2_G_A038_READOUT.md;GO2_REFERENCE_COMPASS.md;GO2_ROLE_REGRESSION_CASES.md;go2_defect_ledger.py;go2_g_a038_readout.py;go2_role_regression.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_role_situation_exam_20260918,YES,1,"인용 문서: GO2_REFERENCE_COMPASS.md, GO2_ROLE_SITUATION_EXAM.md",go2_role_situation_exam.py,test_go2_canonical_consistency.py,GO2_REFERENCE_COMPASS.md;GO2_ROLE_SITUATION_EXAM.md;go2_role_situation_exam.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_role_situation_exam_20260918/EXAM.csv,YES,6815,"열: item,axis,question,answer,key_regex,trap_regex,source,source_literal,why_it_matters",go2_role_situation_exam.py,test_go2_canonical_consistency.py;test_go2_role_situation_exam_contract.py,GO2_REFERENCE_COMPASS.md;GO2_ROLE_SITUATION_EXAM.md;go2_role_situation_exam.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917,YES,5,"인용 문서: GO2_REFERENCE_COMPASS.md, GO2_REWARD_MECHANISM_FORECAST.md, GO2_SEED_SENSITIVITY.md, GO2_TUNING_POLICY_READOUT_20260918.md, go2-auditor.md",go2_claim_check.py;go2_reward_mechanism.py;go2_seed_sensitivity.py,,GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_SEED_SENSITIVITY.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2-auditor.md;go2_claim_check.py;go2_reward_mechanism.py;go2_seed_sensitivity.p
증거 CSV,이득구간,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917/BAND_RUNS.csv,YES,191,걷기/정지 경계대에 있는 회차 — 이 안의 차이는 seed 운과 구별되지 않는다,go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py,test_go2_seed_sensitivity_contract.py,GO2_REFERENCE_COMPASS.md;GO2_SEED_SENSITIVITY.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py
증거 CSV,이득구간,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917/EVAL_SEED_SPREAD.csv,YES,783,평가 seed 사이 흔들림 폭 — 이 폭 안의 차이는 이득이 아니다,go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py,test_go2_seed_sensitivity_contract.py,GO2_REFERENCE_COMPASS.md;GO2_SEED_SENSITIVITY.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917/ONE_CHANGE_DRIFT.csv,YES,523,"열: from,to,change,margin_from,margin_to,margin_delta,terrain_999_from,terrain_999_to,terrain_delta,climb10_ge1_from,climb10",go2_claim_check.py;go2_reward_mechanism.py;go2_seed_sensitivity.py,test_go2_seed_sensitivity_contract.py,GO2_REFERENCE_COMPASS.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_SEED_SENSITIVITY.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2-auditor.md;go2_claim_check.py;go2_reward_mechanism.py;go2_seed_sensitivity.p
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917/SAME_SEED_REPEAT.csv,YES,218,"열: first,repeat,terrain_999_first,terrain_999_repeat,identical",go2_claim_check.py;go2_seed_sensitivity.py,test_go2_seed_sensitivity_contract.py,GO2_REFERENCE_COMPASS.md;GO2_SEED_SENSITIVITY.md;GO2_TUNING_POLICY_READOUT_20260918.md;go2_claim_check.py;go2_seed_sensitivity.py
증거 CSV,이득구간,workspace/training/quadruped/reports/evidence/go2_seed_sensitivity_20260917/TERM_HEADROOM.csv,YES,533,항별로 경계대까지 남은 거리(edge_over_value),go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py,test_go2_seed_sensitivity_contract.py,GO2_REFERENCE_COMPASS.md;GO2_SEED_SENSITIVITY.md;go2_claim_check.py;go2_reference_compass.py;go2_seed_sensitivity.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916,YES,6,"인용 문서: GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md, GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md, GO2_TUNING_BASE_DATA.md, GO2_TUNING_POLICY_READOUT_20260918.md, go2-analyst.md, go2-auditor.md",build_go2_a033_reward_package.py;go2_claim_check.py;go2_seed_sensitivity.py;go2_stairs_behavior.py;go2_tuning_base_data.,test_go2_fact_rules_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;GO2_TUNING_POLICY_READOUT_20260918.md;build_go2_a033_reward_package.py;go2-analyst.md;go2
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/CASE_BEHAVIOR.csv,YES,28944,"열: run,arm,case,seed,speed_xy_mean,height_rel_median,projected_progress_m,survival_proxy,tracking_xy_rmse,terminated_env_co",build_go2_a033_reward_package.py;go2_claim_check.py;go2_stairs_behavior.py;go2_tuning_base_data.py,test_go2_stairs_behavior_contract.py;test_go2_tuning_base_data_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;build_go2_a033_reward_package.py;go2_claim_check.py;go2_stairs_behavior.py;go2_tuning_bas
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/CLIMB_REWARD.csv,YES,1039,"열: run,arm,case,group,robots,seconds_mean,track_rate,lin_vel_z_rate,sum_rate",build_go2_a033_reward_package.py;go2_claim_check.py;go2_reward_mechanism.py;go2_stairs_behavior.py;go2_tuning_base_data.,test_go2_a033_reward_campaign_contract.py;test_go2_reward_mechanism_contract.py;test_go2_stairs_behavior_contract.py,ARTIFACT_MANAGEMENT.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;build_go2_a033_reward_package.py;go2_claim_check.py;go2_reward_mec
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/LATERAL_BEHAVIOR.csv,YES,4171,"열: run,arm,case,robots,terminated,term_time_median_s,tilt_cos_min_median,base_mass_terminated_median,base_mass_survived_med",go2_claim_check.py;go2_stairs_behavior.py;go2_tuning_base_data.py,test_go2_a033_reward_campaign_contract.py;test_go2_stairs_behavior_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;go2_claim_check.py;go2_stairs_behavior.py;go2_tuning_base_data.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/STAIRS_CLIMB.csv,YES,10060,"열: run,arm,case,seed,height_key,terrain_start_m,direction,step_height_m,robots,body_rise_ge1,body_rise_ge2,body_rise_full",build_go2_a033_reward_package.py;go2_claim_check.py;go2_fact_rules_spec.py;go2_g_a038_readout.py;go2_seed_sensitivity.py,test_go2_a033_reward_campaign_contract.py;test_go2_fact_rules_contract.py;test_go2_g_a038_campaign_contract.py;test_go2_stairs_behavior_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_SEED_SENSITIVITY.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_POLICY_READOUT_20260918.md;build_go2_a033_reward_package.py;go2-analyst.md;go2
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/TRAINING_TERMS.csv,YES,2793,"열: run,iterations,terrain_level,track_lin_vel_xy_exp,track_ang_vel_z_exp,feet_air_time,lin_vel_z_l2,ang_vel_xy_l2,flat_orie",go2_claim_check.py;go2_reward_mechanism.py;go2_stairs_behavior.py;go2_tuning_base_data.py,test_go2_stairs_behavior_contract.py;test_go2_tuning_base_data_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;go2_claim_check.py;go2_reward_mechanism.py;go2_stairs_behavior.py;go2_tuning_base_data.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stairs_behavior_20260916/WEIGHT_OUTCOME.csv,YES,1019,"열: name,track_lin_vel_xy_exp,lin_vel_z_l2,ang_vel_xy_l2,action_rate_l2,feet_air_time,flat_orientation_l2,rough_forward_spee",go2_claim_check.py;go2_reward_mechanism.py;go2_stairs_behavior.py;go2_tuning_base_data.py,test_go2_stairs_behavior_contract.py,GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_STAIRS_BEHAVIOR_ANALYSIS_20260916.md;GO2_TUNING_BASE_DATA.md;go2-auditor.md;go2_claim_check.py;go2_reward_mechanism.py;go2_stairs_behavior.
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_stall_diagnostics_20260921,YES,3,"인용 문서: GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md",go2_stall_diagnostics.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2_stall_diagnostics.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_stall_diagnostics_20260921/STALL_DIAGNOSTICS.csv,YES,1414,"열: arm,case,seed,robots,direction,valid_seconds,stall_seconds,stall_share,stall_share_median,arrivals,arrival_rate,first_st",go2_stall_diagnostics.py,,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2_stall_diagnostics.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_standardized_v1,YES,1,"인용 문서: ARTIFACT_MANAGEMENT.md, GO2_CAMPAIGN_SCHEDULE.md, GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md",go2_standardize_evidence.py,,ARTIFACT_MANAGEMENT.md;GO2_CAMPAIGN_SCHEDULE.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;go2_standardize_evidence.py
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_track_lin_vel_120_260902,YES,6,"인용 문서: ARTIFACT_MANAGEMENT.md, GO2_REFERENCE_COMPASS.md, GO2_TRACK_LIN_VEL_120_RESULT_ANALYSIS_260902.md, LARGE_FILES_DELETION_REVIEW.md",,,ARTIFACT_MANAGEMENT.md;GO2_REFERENCE_COMPASS.md;GO2_TRACK_LIN_VEL_120_RESULT_ANALYSIS_260902.md;LARGE_FILES_DELETION_REVIEW.md
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_track_lin_vel_120_260902/G_A009_COMPARISON.csv,YES,840,"열: scenario,weight,baseline_proxy,candidate_proxy,delta_proxy,delta_points_70,candidate_survival,candidate_tracking,interna",,,ARTIFACT_MANAGEMENT.md;GO2_REFERENCE_COMPASS.md;GO2_TRACK_LIN_VEL_120_RESULT_ANALYSIS_260902.md
증거 CSV,문서,workspace/training/quadruped/reports/evidence/go2_variable_influence_20260917,YES,2,"인용 문서: GO2_PROJECT_STATE.md, GO2_REFERENCE_COMPASS.md, GO2_VARIABLE_INFLUENCE.md, go2-analyst.md, go2-auditor.md",go2_claim_check.py;go2_variable_influence.py,test_go2_g_a038_campaign_contract.py,GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_VARIABLE_INFLUENCE.md;go2-analyst.md;go2-auditor.md;go2_claim_check.py;go2_variable_influence.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_variable_influence_20260917/PAIR_METRICS.csv,YES,51630,"열: work_id,term,case,seeds,metric,base,cand,delta,seed_sd,threshold,signal,better",go2_claim_check.py;go2_variable_influence.py,test_go2_g_a038_campaign_contract.py;test_go2_variable_influence_contract.py,GO2_REFERENCE_COMPASS.md;GO2_VARIABLE_INFLUENCE.md;go2-analyst.md;go2-auditor.md;go2_claim_check.py;go2_variable_influence.py
증거 CSV,측정,workspace/training/quadruped/reports/evidence/go2_variable_influence_20260917/PAIRS.csv,YES,3183,"열: work_id,run,term,from,to,baseline,env_diff_lines,env_diff,ckpt_base,ckpt_cand,same_ckpt,base_walking,cand_walking,base_r",go2_claim_check.py;go2_tuning_base_data.py;go2_variable_influence.py,test_go2_variable_influence_contract.py,GO2_REFERENCE_COMPASS.md;GO2_VARIABLE_INFLUENCE.md;go2_claim_check.py;go2_tuning_base_data.py;go2_variable_influence.py
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_TUNING_BASE_DATA.md,YES,36134,**생성 문서 — 손으로 고치지 않는다.** `python tools/go2_tuning_base_data.py`가 증거 CSV에서 만든다.,go2_claim_check.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_tuning_base_data.py;go2_variable_influence.py,test_go2_claim_check_contract.py;test_go2_tuning_base_data_contract.py;test_go2_variable_influence_contract.py,AGENTS.md;GO2_NOW.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;GO2_REWARD_MECHANISM_FORECAST.md;GO2_TUNING_POLICY_READOUT_20260918.md;GO2_VARIABLE_INFLUENCE.md;go2-an
보상 변수 분석,문서,workspace/training/quadruped/reports/GO2_REWARD_MECHANISM_FORECAST.md,YES,35038,**생성 문서 — 손으로 고치지 않는다.** `python tools/go2_reward_mechanism.py`가 만든다.,go2_claim_check.py;go2_open_decisions.py;go2_reference_compass.py;go2_reward_mechanism.py;go2_tuning_base_data.py,test_go2_ang_vel_relax_audit_contract.py;test_go2_claim_check_contract.py;test_go2_open_decisions_contract.py;test_go2_policy_text_contract.py;test_go2_reward_m,AGENTS.md;GO2_NOW.md;GO2_OPEN_DECISIONS.md;GO2_PROJECT_STATE.md;GO2_REFERENCE_COMPASS.md;GO2_REWARD_EVIDENCE_MASTER.md;go2-analyst.md;go2-auditor.md;go2-planner.md;go2_claim_check.py;go2_open_decision
